uniprot,protein_length,source_database,organism,in_alphafold,pfam_accession,name,source_database,type,integrated,member_databases,go_terms,start,end,dc-status,representative,representative,model,score
Q92918,833,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,17,273,CONTINUOUS,False,False,PF00069,5.8e-56
Q92918,833,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,511,793,CONTINUOUS,False,False,PF00780,2.6e-40
P25092,1073,reviewed,9606,True,PF00211,Adenylate and Guanylate cyclase catalytic domain,pfam,domain,IPR001054,,,816,1001,CONTINUOUS,False,False,PF00211,2e-67
P25092,1073,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,507,745,CONTINUOUS,False,False,PF07714,2.3e-31
P08069,1367,reviewed,9606,True,PF00757,Furin-like cysteine rich region,pfam,domain,IPR006211,,,176,333,CONTINUOUS,True,True,PF00757,5.3e-37
P08069,1367,reviewed,9606,True,PF01030,Receptor L domain,pfam,repeat,IPR000494,,,51,160,CONTINUOUS,True,True,PF01030,3.1e-25
P08069,1367,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,999,1265,CONTINUOUS,False,False,PF07714,3.1e-92
O15111,745,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,16,289,CONTINUOUS,False,False,PF00069,2.6e-50
O15111,745,reviewed,9606,True,PF12179,I-kappa-kinase-beta NEMO binding domain,pfam,domain,IPR022007,,,707,743,CONTINUOUS,False,False,PF12179,5.1e-15
O15111,745,reviewed,9606,True,PF18397,IQBAL scaffold dimerization domain,pfam,domain,IPR041185,,,386,659,CONTINUOUS,True,True,PF18397,0.0
O14920,756,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,16,290,CONTINUOUS,False,False,PF00069,1.9e-50
O14920,756,reviewed,9606,True,PF12179,I-kappa-kinase-beta NEMO binding domain,pfam,domain,IPR022007,,,706,742,CONTINUOUS,False,False,PF12179,1.5e-12
O14920,756,reviewed,9606,True,PF18397,IQBAL scaffold dimerization domain,pfam,domain,IPR041185,,,389,663,CONTINUOUS,True,True,PF18397,5.9e-130
Q13418,452,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,194,444,CONTINUOUS,False,False,PF07714,1.7e-34
Q13418,452,reviewed,9606,True,PF12796,Ankyrin repeats (3 copies),pfam,repeat,IPR002110,,,8,63,CONTINUOUS,True,True,PF12796,0.00025
P06213,1382,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,863,941,CONTINUOUS,False,False,PF00041,0.002
P06213,1382,reviewed,9606,True,PF00757,Furin-like cysteine rich region,pfam,domain,IPR006211,,,179,340,CONTINUOUS,True,True,PF00757,2.9e-33
P06213,1382,reviewed,9606,True,PF01030,Receptor L domain,pfam,repeat,IPR000494,,,52,163,CONTINUOUS,True,True,PF01030,2.9e-24
P06213,1382,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,1023,1289,CONTINUOUS,False,False,PF07714,3e-93
P06213,1382,reviewed,9606,True,PF17870,Insulin receptor trans-membrane segment,pfam,domain,IPR040969,,,940,987,CONTINUOUS,True,True,PF17870,3.8e-17
P51617,712,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,214,514,CONTINUOUS,False,False,PF00069,5.5e-35
P51617,712,reviewed,9606,True,PF00531,Death domain,pfam,domain,IPR000488,,,28,102,CONTINUOUS,False,False,PF00531,9.5e-09
O43187,625,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,211,419,CONTINUOUS,False,False,PF00069,5e-23
O43187,625,reviewed,9606,True,PF00531,Death domain,pfam,domain,IPR000488,,,14,93,CONTINUOUS,False,False,PF00531,2.3e-10
Q9Y616,596,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,167,441,CONTINUOUS,False,False,PF00069,1.7e-30
Q9Y616,596,reviewed,9606,True,PF00531,Death domain,pfam,domain,IPR000488,,,27,105,CONTINUOUS,False,False,PF00531,8.6e-13
O75460,977,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,575,832,CONTINUOUS,False,False,PF00069,1.2e-39
O75460,977,reviewed,9606,True,PF06479,Ribonuclease 2-5A,pfam,family,IPR010513,,,838,961,CONTINUOUS,False,False,PF06479,9.2e-38
P14616,1297,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,820,905,CONTINUOUS,False,False,PF00041,0.05
P14616,1297,reviewed,9606,True,PF00757,Furin-like cysteine rich region,pfam,domain,IPR006211,,,174,329,CONTINUOUS,True,True,PF00757,1.5e-32
P14616,1297,reviewed,9606,True,PF01030,Receptor L domain,pfam,repeat,IPR000494,,,47,157,CONTINUOUS,True,True,PF01030,9e-20
P14616,1297,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,980,1245,CONTINUOUS,False,False,PF07714,3.9e-88
Q08881,620,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,239,323,CONTINUOUS,False,False,PF00017,4.6e-17
Q08881,620,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,177,223,CONTINUOUS,False,False,PF00018,1.3e-11
Q08881,620,reviewed,9606,True,PF00169,PH domain,pfam,domain,IPR001849,,,7,109,CONTINUOUS,False,False,PF00169,9.8e-13
Q08881,620,reviewed,9606,True,PF00779,BTK motif,pfam,conserved_site,IPR001562,,,119,147,CONTINUOUS,False,False,PF00779,9.6e-10
Q08881,620,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,363,612,CONTINUOUS,False,False,PF07714,7.3e-92
P23458,1154,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,585,844,CONTINUOUS,False,False,PF07714,6e-60
P23458,1154,reviewed,9606,True,PF17887,Jak1 pleckstrin homology-like domain,pfam,domain,IPR041381,,,284,421,CONTINUOUS,False,False,PF17887,8.3e-54
P23458,1154,reviewed,9606,True,PF18377,FERM F2 acyl-CoA binding protein-like domain,pfam,domain,IPR041046,,,147,277,CONTINUOUS,False,False,PF18377,7.6e-53
P23458,1154,reviewed,9606,True,PF18379,FERM F1 ubiquitin-like domain,pfam,domain,IPR041155,,,38,128,CONTINUOUS,False,False,PF18379,1.6e-28
P23458,1154,reviewed,9606,True,PF21990,SH2 domain,pfam,domain,IPR000980,,,438,546,CONTINUOUS,True,True,PF21990,5.9e-41
O60674,1132,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,546,805,CONTINUOUS,False,False,PF07714,2.4e-62
O60674,1132,reviewed,9606,True,PF17887,Jak1 pleckstrin homology-like domain,pfam,domain,IPR041381,,,302,381,CONTINUOUS,False,False,PF17887,1.1e-16
O60674,1132,reviewed,9606,True,PF18377,FERM F2 acyl-CoA binding protein-like domain,pfam,domain,IPR041046,,,143,261,CONTINUOUS,False,False,PF18377,3.1e-41
O60674,1132,reviewed,9606,True,PF18379,FERM F1 ubiquitin-like domain,pfam,domain,IPR041155,,,39,134,CONTINUOUS,False,False,PF18379,1.3e-37
O60674,1132,reviewed,9606,True,PF21990,SH2 domain,pfam,domain,IPR000980,,,399,501,CONTINUOUS,True,True,PF21990,7.8e-35
P52333,1124,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,521,777,CONTINUOUS,False,False,PF07714,2.1e-53
P52333,1124,reviewed,9606,True,PF17887,Jak1 pleckstrin homology-like domain,pfam,domain,IPR041381,,,287,357,CONTINUOUS,False,False,PF17887,3.7e-11
P52333,1124,reviewed,9606,True,PF18377,FERM F2 acyl-CoA binding protein-like domain,pfam,domain,IPR041046,,,126,245,CONTINUOUS,False,False,PF18377,1.9e-32
P52333,1124,reviewed,9606,True,PF18379,FERM F1 ubiquitin-like domain,pfam,domain,IPR041155,,,39,114,CONTINUOUS,False,False,PF18379,2.5e-25
P52333,1124,reviewed,9606,True,PF21990,SH2 domain,pfam,domain,IPR000980,,,374,477,CONTINUOUS,True,True,PF21990,1.5e-28
P45983,427,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,321,CONTINUOUS,False,False,PF00069,7.1e-59
P45984,424,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,26,321,CONTINUOUS,False,False,PF00069,3.8e-59
P53779,464,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,64,359,CONTINUOUS,False,False,PF00069,2.1e-59
Q9Y4K4,846,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,20,277,CONTINUOUS,False,False,PF00069,5.9e-59
Q9Y4K4,846,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,522,812,CONTINUOUS,False,False,PF00780,1.5e-48
Q14164,716,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,10,223,CONTINUOUS,False,False,PF00069,1e-42
Q14164,716,reviewed,9606,True,PF18394,TANK-binding kinase 1 coiled-coil domain 1,pfam,coiled_coil,IPR041309,,,400,645,CONTINUOUS,False,False,PF18394,8.9e-80
Q14164,716,reviewed,9606,True,PF18396,TANK binding kinase 1 ubiquitin-like domain,pfam,domain,IPR041087,,,308,392,CONTINUOUS,True,True,PF18396,4.9e-29
O60285,661,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,55,306,CONTINUOUS,False,False,PF00069,1e-75
O60307,1309,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,368,640,CONTINUOUS,False,False,PF00069,9.3e-58
O60307,1309,reviewed,9606,True,PF08926,Domain of unknown function (DUF1908),pfam,domain,IPR015022,,,58,331,CONTINUOUS,True,True,PF08926,0.0
O60307,1309,reviewed,9606,True,PF17820,PDZ domain,pfam,domain,IPR041489,,,985,1024,CONTINUOUS,False,False,PF17820,3.8e-07
Q9NRP7,1315,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,254,CONTINUOUS,False,False,PF00069,1.5e-73
Q9NRP7,1315,reviewed,9606,True,PF13646,HEAT repeats,pfam,repeat,,,,1156,1258,CONTINUOUS,True,True,PF13646,0.0013
Q86V86,326,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,40,293,CONTINUOUS,True,True,PF00069,2.7e-58
P10721,976,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,220,302,CONTINUOUS,False,False,PF00047,9.8e-13
P10721,976,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,590,922,CONTINUOUS,False,False,PF07714,1.9e-89
Q92772,493,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,287,CONTINUOUS,False,False,PF00069,1.6e-71
Q00532,357,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,287,CONTINUOUS,False,False,PF00069,2.6e-78
Q8IVT5,923,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,614,876,CONTINUOUS,False,False,PF07714,1.4e-42
Q8IVT5,923,reviewed,9606,True,PF20406,Kinase suppressor RAS 1 N-terminal helical hairpin,pfam,domain,IPR046861,,,41,87,CONTINUOUS,True,True,PF20406,5e-14
P06239,509,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,127,209,CONTINUOUS,False,False,PF00017,5.4e-22
P06239,509,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,67,112,CONTINUOUS,False,False,PF00018,4.4e-10
P06239,509,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,245,493,CONTINUOUS,False,False,PF07714,4.2e-93
P53671,638,reviewed,9606,True,PF00412,LIM domain,pfam,domain,IPR001781,,,12,68,CONTINUOUS,False,False,PF00412,1.4e-13
P53671,638,reviewed,9606,True,PF00595,PDZ domain,pfam,domain,IPR001478,,,153,236,CONTINUOUS,False,False,PF00595,3.3e-14
P53671,638,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,334,599,CONTINUOUS,False,False,PF07714,3.8e-46
Q15831,433,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,52,309,CONTINUOUS,False,False,PF00069,1.8e-54
P29376,864,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,511,777,CONTINUOUS,False,False,PF07714,4.3e-83
P29376,864,reviewed,9606,True,PF12810,Glycine rich protein,pfam,family,,,,116,357,CONTINUOUS,False,False,PF12810,1.8e-11
P07948,512,reviewed,9606,True,PF00017,SH2 domain,pfam,domain,IPR000980,,,129,211,CONTINUOUS,False,False,PF00017,1.4e-20
P07948,512,reviewed,9606,True,PF00018,SH3 domain,pfam,domain,IPR001452,,,69,115,CONTINUOUS,False,False,PF00018,2.3e-13
P07948,512,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,247,496,CONTINUOUS,False,False,PF07714,1e-93
P20794,623,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,284,CONTINUOUS,True,True,PF00069,4.5e-74
P49137,400,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,67,325,CONTINUOUS,False,False,PF00069,6.3e-66
Q16644,382,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,47,304,CONTINUOUS,False,False,PF00069,3.1e-65
Q8IW41,473,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,25,304,CONTINUOUS,False,False,PF00069,3.1e-59
Q9P0L2,795,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,60,311,CONTINUOUS,False,False,PF00069,1.6e-73
Q9P0L2,795,reviewed,9606,True,PF00627,UBA/TS-N domain,pfam,domain,IPR015940,,,332,367,CONTINUOUS,False,False,PF00627,0.00048
Q9P0L2,795,reviewed,9606,True,PF02149,Kinase associated domain 1,pfam,domain,IPR001772,,,753,795,CONTINUOUS,False,False,PF02149,3.1e-16
Q6P0Q8,1798,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,513,785,CONTINUOUS,False,False,PF00069,9.4e-58
Q6P0Q8,1798,reviewed,9606,True,PF08926,Domain of unknown function (DUF1908),pfam,domain,IPR015022,,,201,475,CONTINUOUS,True,True,PF08926,0.0
Q6P0Q8,1798,reviewed,9606,True,PF17820,PDZ domain,pfam,domain,IPR041489,,,1140,1181,CONTINUOUS,False,False,PF17820,0.00011
Q02750,393,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,68,361,CONTINUOUS,False,False,PF00069,1.5e-59
P36507,400,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,72,369,CONTINUOUS,False,False,PF00069,2.6e-58
Q13163,448,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,170,419,CONTINUOUS,False,False,PF00069,2.5e-61
Q13163,448,reviewed,9606,True,PF00564,PB1 domain,pfam,domain,IPR000270,,,19,95,CONTINUOUS,False,False,PF00564,2e-10
P52564,334,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,56,314,CONTINUOUS,False,False,PF00069,2.2e-53
Q13233,1512,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,1245,1508,CONTINUOUS,False,False,PF00069,2.9e-64
Q13233,1512,reviewed,9606,True,PF04434,SWIM zinc finger,pfam,domain,IPR007527,,,338,364,CONTINUOUS,False,False,PF04434,2.8
Q13233,1512,reviewed,9606,True,PF21040,"Centrosomal protein CEP104-like, TOG domain",pfam,repeat,,,,556,812,CONTINUOUS,True,True,PF21040,2.1e-18
Q9Y2U5,619,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,358,615,CONTINUOUS,False,False,PF00069,4e-64
Q9Y2U5,619,reviewed,9606,True,PF00564,PB1 domain,pfam,domain,IPR000270,,,44,120,CONTINUOUS,False,False,PF00564,1.8e-10
Q99759,626,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,364,621,CONTINUOUS,False,False,PF00069,9.5e-66
Q99759,626,reviewed,9606,True,PF00564,PB1 domain,pfam,domain,IPR000270,,,45,120,CONTINUOUS,False,False,PF00564,2.3e-10
Q9Y6R4,1608,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,1344,1601,CONTINUOUS,False,False,PF00069,4.2e-66
Q9Y6R4,1608,reviewed,9606,True,PF19431,MEKK4 N-terminal,pfam,family,IPR045801,,,51,1269,CONTINUOUS,False,False,PF19431,0.0
Q99683,1374,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,685,937,CONTINUOUS,False,False,PF00069,2.3e-61
Q99683,1374,reviewed,9606,True,PF13281,MAP3K TRAFs-binding domain,pfam,repeat,IPR025136,,,165,545,CONTINUOUS,True,True,PF13281,0.0
Q99683,1374,reviewed,9606,True,PF19039,ASK kinase PH domain,pfam,domain,IPR043969,,,556,653,CONTINUOUS,True,True,PF19039,6.4e-36
Q99683,1374,reviewed,9606,True,PF20302,HisK-N-like globin domain of the ASK signalosome,pfam,domain,IPR046873,,,1042,1173,CONTINUOUS,True,True,PF20302,2.4e-49
Q99683,1374,reviewed,9606,True,PF20309,Deoxyribohydrolase (DRHyd) domain of the ASK signalosome,pfam,family,IPR046872,,,115,150,CONTINUOUS,False,False,PF20309,3.2e-14
Q12866,999,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,285,373,CONTINUOUS,False,False,PF00041,0.00037
Q12866,999,reviewed,9606,True,PF00047,Immunoglobulin domain,pfam,domain,IPR013151,,,107,178,CONTINUOUS,False,False,PF00047,8.6e-05
Q12866,999,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,589,853,CONTINUOUS,False,False,PF07714,2.1e-87
Q12866,999,reviewed,9606,True,PF13927,Immunoglobulin domain,pfam,domain,,,,197,266,CONTINUOUS,False,False,PF13927,0.00022
P08581,1390,reviewed,9606,True,PF01403,Sema domain,pfam,repeat,IPR001627,,,317,490,CONTINUOUS,False,False,PF01403,7e-16
P08581,1390,reviewed,9606,True,PF01437,Plexin repeat,pfam,family,IPR002165,,,520,561,CONTINUOUS,False,False,PF01437,0.0017
P08581,1390,reviewed,9606,True,PF01833,IPT/TIG domain,pfam,domain,IPR002909,,,563,654,CONTINUOUS,False,False,PF01833,1.2e-11
P08581,1390,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,1078,1336,CONTINUOUS,False,False,PF07714,9.2e-92
Q16671,573,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,211,503,CONTINUOUS,False,False,PF00069,4e-20
O14733,419,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,122,380,CONTINUOUS,False,False,PF00069,9.4e-54
Q15746,1914,reviewed,9606,True,PF00041,Fibronectin type III domain,pfam,domain,IPR003961,,,1333,1420,CONTINUOUS,False,False,PF00041,1.3e-11
Q15746,1914,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,1464,1719,CONTINUOUS,False,False,PF00069,1.4e-76
Q15746,1914,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,33,123,CONTINUOUS,True,True,PF07679,8.8e-19
Q15746,1914,reviewed,9606,True,PF16620,Unstructured linker between I-set domains 2 and 3 on MYLCK,pfam,disordered,,,,267,411,CONTINUOUS,False,False,PF16620,6.3e-66
P80192,1104,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,146,401,CONTINUOUS,False,False,PF00069,3.2e-61
P80192,1104,reviewed,9606,True,PF14604,Variant SH3 domain,pfam,domain,IPR001452,,,59,112,CONTINUOUS,False,False,PF14604,1.2e-09
Q02779,954,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,98,357,CONTINUOUS,False,False,PF07714,6.8e-58
Q02779,954,reviewed,9606,True,PF14604,Variant SH3 domain,pfam,domain,IPR001452,,,23,77,CONTINUOUS,False,False,PF14604,1.4e-10
Q13627,763,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,159,479,CONTINUOUS,False,False,PF00069,5.7e-46
Q9BUB5,465,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,52,164,CONTINUOUS,False,False,PF00069,3.7e-19
Q9HBH9,465,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,87,368,CONTINUOUS,False,False,PF00069,3e-62
P00540,346,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,63,334,CONTINUOUS,False,False,PF00069,2.2e-37
P46734,347,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,66,325,CONTINUOUS,False,False,PF00069,1e-53
P45985,399,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,104,367,CONTINUOUS,False,False,PF00069,9.7e-58
Q9Y5S2,1711,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,76,341,CONTINUOUS,False,False,PF00069,1.5e-53
Q9Y5S2,1711,reviewed,9606,True,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,,,1026,1076,CONTINUOUS,False,False,PF00130,1.7e-08
Q9Y5S2,1711,reviewed,9606,True,PF00780,CNH domain,pfam,repeat,IPR001180,,,1251,1509,CONTINUOUS,False,False,PF00780,9.4e-69
Q9Y5S2,1711,reviewed,9606,True,PF08826,DMPK coiled coil domain like,pfam,coiled_coil,IPR014930,,,878,939,CONTINUOUS,False,False,PF08826,9.6e-22
Q9Y5S2,1711,reviewed,9606,True,PF15796,KELK-motif containing domain of MRCK Ser/Thr protein kinase,pfam,coiled_coil,IPR031597,,,528,606,CONTINUOUS,False,False,PF15796,2e-28
O75582,802,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,49,318,CONTINUOUS,False,False,PF00069,3.6e-66
O75582,802,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,339,377,CONTINUOUS,False,False,PF00433,5e-05
O75676,772,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,33,301,CONTINUOUS,True,True,PF00069,7.3e-63
O75676,772,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,322,361,CONTINUOUS,False,False,PF00433,0.011
Q13043,487,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,31,281,CONTINUOUS,False,False,PF00069,6.8e-70
Q13043,487,reviewed,9606,True,PF11629,C terminal SARAH domain of Mst1,pfam,family,IPR024205,,,433,480,CONTINUOUS,False,False,PF11629,1.9e-22
Q13188,491,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,28,278,CONTINUOUS,False,False,PF00069,1.7e-68
Q13188,491,reviewed,9606,True,PF11629,C terminal SARAH domain of Mst1,pfam,family,IPR024205,,,437,484,CONTINUOUS,False,False,PF11629,2.2e-22
Q9Y6E0,443,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,36,286,CONTINUOUS,False,False,PF00069,1.4e-69
Q9Y6E0,443,reviewed,9606,True,PF20929,"Programmed cell death protein 10, dimerisation domain",pfam,domain,IPR048288,,,375,429,CONTINUOUS,True,True,PF20929,0.97
O15146,869,reviewed,9606,True,PF01392,Fz domain,pfam,domain,IPR020067,,,317,440,CONTINUOUS,False,False,PF01392,2e-09
O15146,869,reviewed,9606,True,PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,,,28,110,CONTINUOUS,False,False,PF07679,3.9e-11
O15146,869,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,576,856,CONTINUOUS,False,False,PF07714,2e-91
O15146,869,reviewed,9606,True,PF13927,Immunoglobulin domain,pfam,domain,,,,217,286,CONTINUOUS,False,False,PF13927,4.8e-07
Q99640,499,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,111,357,CONTINUOUS,False,False,PF00069,1.8e-41
Q15208,465,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,89,369,CONTINUOUS,False,False,PF00069,5.6e-56
Q15208,465,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,401,445,CONTINUOUS,False,False,PF00433,0.0022
Q96PY6,1258,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,257,CONTINUOUS,False,False,PF00069,1.1e-65
P51955,445,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,8,270,CONTINUOUS,False,False,PF00069,5e-60
P51956,506,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,4,253,CONTINUOUS,False,False,PF00069,2.8e-66
Q99558,947,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,405,646,CONTINUOUS,False,False,PF00069,5.5e-38
Q9UBE8,527,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,141,427,CONTINUOUS,False,False,PF00069,1.3e-58
P51957,841,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,9,261,CONTINUOUS,False,False,PF00069,1.4e-62
Q9NWZ3,460,reviewed,9606,True,PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,,,190,453,CONTINUOUS,False,False,PF07714,2.7e-49
Q99570,1358,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,27,310,CONTINUOUS,False,False,PF00069,2.3e-13
Q99570,1358,reviewed,9606,True,PF00400,"WD domain, G-beta repeat",pfam,repeat,IPR001680,,,985,1021,CONTINUOUS,False,False,PF00400,0.00068
Q99570,1358,reviewed,9606,True,PF22956,"VPS15-like, helical domain",pfam,repeat,,,,370,836,CONTINUOUS,True,True,PF22956,4e-49
O75116,1388,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,92,354,CONTINUOUS,False,False,PF00069,4.7e-59
O75116,1388,reviewed,9606,True,PF08912,Rho Binding,pfam,coiled_coil,IPR015008,,,978,1046,CONTINUOUS,False,False,PF08912,1.9e-21
Q16539,360,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,24,308,CONTINUOUS,False,False,PF00069,6.7e-60
P23443,525,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,91,352,CONTINUOUS,True,True,PF00069,2.8e-67
P23443,525,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,373,413,CONTINUOUS,False,False,PF00433,1.2e-07
Q9UBS0,482,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,67,328,CONTINUOUS,True,True,PF00069,1.5e-67
Q9UBS0,482,reviewed,9606,True,PF00433,Protein kinase C terminal domain,pfam,family,IPR017892,,,349,389,CONTINUOUS,False,False,PF00433,7.1e-08
Q13153,545,reviewed,9606,True,PF00069,Protein kinase domain,pfam,domain,IPR000719,,,270,521,CONTINUOUS,False,False,PF00069,5.2e-71
